"PAG ID","PAG Type","PAG Name","Size","Pubmed Reference","Organism","Data source","cohension"
"GEX000348","G","carcinoma,  hepatocellular","6","null","Homo sapiens","GAD","0.00"
"GEX000349","G","carcinoma,  hepatocellular|liver neoplasms","2","null","Homo sapiens","GAD","0.00"
