"PAG ID","PAG Type","PAG Name","Size","Pubmed Reference","Organism","Data source","cohension"
"TAX001007","A","Genes annotated by the GO term GO:0019867. The external membrane of Gram negative bacteria or certain organelles such as mitochondria and chloroplasts; freely permeable to most ions and metabolites.","25","null","Homo sapiens","MSigDB","105"
