"PAG ID","PAG Type","PAG Name","Size","Pubmed Reference","Organism","Data source","cohension"
"GEX000012","G","acquired immunodeficiency syndrome","14","null","Homo sapiens","GAD","0.00"
"GEX000013","G","acquired immunodeficiency syndrome|disease progression","1","null","Homo sapiens","GAD","0.00"
