"PAG ID","PAG Type","PAG Name","Size","Pubmed Reference","Organism","Data source","cohension"
"GEX001346","G","precursor cell lymphoblastic leukemia lymphoma","19","null","Homo sapiens","GAD","2.22"
"GEX000246","G","birth weight|leukemia|leukemia,  myeloid,  acute|precursor cell lymphoblastic leukemia lymphoma","3","null","Homo sapiens","GAD","0.00"
