Algorithm,ARI Score,Duration,Sample size,Root0,Root1,Root2
K-Means,0.5546463778959182,0.009601116180419922,50,GO:0006796,GO:0008104,GO:0097435
Agglomerative,0.5249227906928803,0.0013613700866699219,50,GO:0006796,GO:0008104,GO:0097435
DBSCAN,0.0,0.002023935317993164,50,GO:0006796,GO:0008104,GO:0097435
HDBSCAN,0.4642358743284965,0.0037927627563476562,50,GO:0006796,GO:0008104,GO:0097435
K-Means,0.6826399035360247,0.00956869125366211,52,GO:0006796,GO:0008104,GO:1901565
Agglomerative,0.6826399035360247,0.0013763904571533203,52,GO:0006796,GO:0008104,GO:1901565
DBSCAN,0.0,0.002031087875366211,52,GO:0006796,GO:0008104,GO:1901565
HDBSCAN,0.3601536245799328,0.00394439697265625,52,GO:0006796,GO:0008104,GO:1901565
K-Means,0.4517694428377191,0.009734630584716797,54,GO:0006796,GO:0008104,GO:0098662
Agglomerative,0.4821502163370523,0.0016930103302001953,54,GO:0006796,GO:0008104,GO:0098662
DBSCAN,0.0,0.06481456756591797,54,GO:0006796,GO:0008104,GO:0098662
HDBSCAN,0.5088919036574159,0.004108905792236328,54,GO:0006796,GO:0008104,GO:0098662
K-Means,0.5351440842996628,0.009728193283081055,52,GO:0006796,GO:0008104,GO:0080135
Agglomerative,0.4041088999335976,0.0016651153564453125,52,GO:0006796,GO:0008104,GO:0080135
DBSCAN,0.0,0.06474113464355469,52,GO:0006796,GO:0008104,GO:0080135
HDBSCAN,0.49672330511479595,0.003570556640625,52,GO:0006796,GO:0008104,GO:0080135
K-Means,0.6510275300504071,0.009714603424072266,56,GO:0006796,GO:0008104,GO:0006996
Agglomerative,0.43576787628234576,0.0017185211181640625,56,GO:0006796,GO:0008104,GO:0006996
DBSCAN,0.0,0.002391815185546875,56,GO:0006796,GO:0008104,GO:0006996
HDBSCAN,0.3932674584586388,0.0048296451568603516,56,GO:0006796,GO:0008104,GO:0006996
K-Means,0.5143166587693766,0.00953364372253418,41,GO:0006796,GO:0097435,GO:1901565
Agglomerative,0.5143166587693766,0.0012631416320800781,41,GO:0006796,GO:0097435,GO:1901565
DBSCAN,0.0,0.0019941329956054688,41,GO:0006796,GO:0097435,GO:1901565
HDBSCAN,0.3355411499436302,0.003203153610229492,41,GO:0006796,GO:0097435,GO:1901565
K-Means,0.5593674812302519,0.009712457656860352,43,GO:0006796,GO:0097435,GO:0098662
Agglomerative,0.5850422195416164,0.0015478134155273438,43,GO:0006796,GO:0097435,GO:0098662
DBSCAN,0.0,0.002126455307006836,43,GO:0006796,GO:0097435,GO:0098662
HDBSCAN,0.5095218500534935,0.003326416015625,43,GO:0006796,GO:0097435,GO:0098662
K-Means,0.5179220409035844,0.009701728820800781,41,GO:0006796,GO:0097435,GO:0080135
Agglomerative,0.5973342686776569,0.0015263557434082031,41,GO:0006796,GO:0097435,GO:0080135
DBSCAN,0.0,0.0021114349365234375,41,GO:0006796,GO:0097435,GO:0080135
HDBSCAN,0.3784362871927555,0.0032041072845458984,41,GO:0006796,GO:0097435,GO:0080135
K-Means,0.5851524898832281,0.009714365005493164,45,GO:0006796,GO:1901565,GO:0098662
Agglomerative,0.5851524898832281,0.0015645027160644531,45,GO:0006796,GO:1901565,GO:0098662
DBSCAN,0.0,0.0648493766784668,45,GO:0006796,GO:1901565,GO:0098662
HDBSCAN,0.5505774922084384,0.003120899200439453,45,GO:0006796,GO:1901565,GO:0098662
K-Means,0.5420892494929006,0.009709358215332031,43,GO:0006796,GO:1901565,GO:0080135
Agglomerative,0.5513563644794807,0.0015413761138916016,43,GO:0006796,GO:1901565,GO:0080135
DBSCAN,0.0,0.002296924591064453,43,GO:0006796,GO:1901565,GO:0080135
HDBSCAN,0.5098461875707866,0.003923177719116211,43,GO:0006796,GO:1901565,GO:0080135
K-Means,0.6161260539158491,0.009685516357421875,47,GO:0006796,GO:1901565,GO:0006996
Agglomerative,0.6161260539158491,0.0015883445739746094,47,GO:0006796,GO:1901565,GO:0006996
DBSCAN,0.0,0.0023419857025146484,47,GO:0006796,GO:1901565,GO:0006996
HDBSCAN,0.5770892273987044,0.00412440299987793,47,GO:0006796,GO:1901565,GO:0006996
K-Means,0.561877667140825,0.009702444076538086,45,GO:0006796,GO:0098662,GO:0080135
Agglomerative,0.5851524898832281,0.0015749931335449219,45,GO:0006796,GO:0098662,GO:0080135
DBSCAN,0.0,0.002321958541870117,45,GO:0006796,GO:0098662,GO:0080135
HDBSCAN,0.8393157516796349,0.003951072692871094,45,GO:0006796,GO:0098662,GO:0080135
K-Means,0.5323590814196242,0.009691953659057617,49,GO:0006796,GO:0098662,GO:0006996
Agglomerative,0.5323590814196242,0.0016188621520996094,49,GO:0006796,GO:0098662,GO:0006996
DBSCAN,0.0,0.002346515655517578,49,GO:0006796,GO:0098662,GO:0006996
HDBSCAN,0.5296729317744561,0.004264354705810547,49,GO:0006796,GO:0098662,GO:0006996
K-Means,0.5515497520791767,0.00968170166015625,47,GO:0006796,GO:0080135,GO:0006996
Agglomerative,0.6161260539158491,0.001589059829711914,47,GO:0006796,GO:0080135,GO:0006996
DBSCAN,0.0,0.0023419857025146484,47,GO:0006796,GO:0080135,GO:0006996
HDBSCAN,0.36447058995369763,0.004042625427246094,47,GO:0006796,GO:0080135,GO:0006996
K-Means,0.43731594976215044,0.009725809097290039,64,GO:0022607,GO:0008104,GO:1901565
Agglomerative,0.43731594976215044,0.0018270015716552734,64,GO:0022607,GO:0008104,GO:1901565
DBSCAN,0.0,0.0024559497833251953,64,GO:0022607,GO:0008104,GO:1901565
HDBSCAN,0.0,0.0052068233489990234,64,GO:0022607,GO:0008104,GO:1901565
K-Means,0.6588917352029122,0.009743452072143555,66,GO:0022607,GO:0008104,GO:0098662
Agglomerative,0.5432585740466009,0.0018668174743652344,66,GO:0022607,GO:0008104,GO:0098662
DBSCAN,0.0,0.0024726390838623047,66,GO:0022607,GO:0008104,GO:0098662
HDBSCAN,0.5181870878921817,0.0056324005126953125,66,GO:0022607,GO:0008104,GO:0098662
K-Means,0.5063079000046553,0.00973057746887207,64,GO:0022607,GO:0008104,GO:0080135
Agglomerative,0.6261780321598465,0.0018455982208251953,64,GO:0022607,GO:0008104,GO:0080135
DBSCAN,0.0,0.0024328231811523438,64,GO:0022607,GO:0008104,GO:0080135
HDBSCAN,0.30602980117819567,0.005462646484375,64,GO:0022607,GO:0008104,GO:0080135
K-Means,0.49530641524902647,0.00973367691040039,57,GO:0022607,GO:1901565,GO:0098662
Agglomerative,0.49530641524902647,0.001734018325805664,57,GO:0022607,GO:1901565,GO:0098662
DBSCAN,0.0,0.0022101402282714844,57,GO:0022607,GO:1901565,GO:0098662
HDBSCAN,0.4123878568836842,0.004392147064208984,57,GO:0022607,GO:1901565,GO:0098662
K-Means,0.66182179898961,0.009762763977050781,55,GO:0022607,GO:1901565,GO:0080135
Agglomerative,0.66182179898961,0.0017087459564208984,55,GO:0022607,GO:1901565,GO:0080135
DBSCAN,0.0,0.0647730827331543,55,GO:0022607,GO:1901565,GO:0080135
HDBSCAN,0.31183960570451774,0.004183053970336914,55,GO:0022607,GO:1901565,GO:0080135
K-Means,0.24921648287869994,0.00971078872680664,57,GO:0022607,GO:0098662,GO:0080135
Agglomerative,0.5499973146993359,0.0017304420471191406,57,GO:0022607,GO:0098662,GO:0080135
DBSCAN,0.0,0.0022056102752685547,57,GO:0022607,GO:0098662,GO:0080135
HDBSCAN,0.4959085133418043,0.004384279251098633,57,GO:0022607,GO:0098662,GO:0080135
K-Means,0.35084658136228514,0.009727239608764648,49,GO:0008104,GO:0097435,GO:1901565
Agglomerative,0.5531570426335672,0.0016260147094726562,49,GO:0008104,GO:0097435,GO:1901565
DBSCAN,0.0,0.0021686553955078125,49,GO:0008104,GO:0097435,GO:1901565
HDBSCAN,0.0,0.0035638809204101562,49,GO:0008104,GO:0097435,GO:1901565
K-Means,0.5828492851893122,0.009572267532348633,51,GO:0008104,GO:0097435,GO:0098662
Agglomerative,0.5828492851893122,0.0013701915740966797,51,GO:0008104,GO:0097435,GO:0098662
DBSCAN,0.0,0.002032756805419922,51,GO:0008104,GO:0097435,GO:0098662
HDBSCAN,0.429699803940475,0.0038678646087646484,51,GO:0008104,GO:0097435,GO:0098662
K-Means,0.4545331131072245,0.009709358215332031,49,GO:0008104,GO:0097435,GO:0080135
Agglomerative,0.3970673684930102,0.0016207695007324219,49,GO:0008104,GO:0097435,GO:0080135
DBSCAN,0.0,0.06493163108825684,49,GO:0008104,GO:0097435,GO:0080135
HDBSCAN,0.35248665009720204,0.003693103790283203,49,GO:0008104,GO:0097435,GO:0080135
K-Means,0.4997948297086582,0.009711503982543945,53,GO:0008104,GO:1901565,GO:0098662
Agglomerative,0.4997948297086582,0.0016734600067138672,53,GO:0008104,GO:1901565,GO:0098662
DBSCAN,0.0,0.06486725807189941,53,GO:0008104,GO:1901565,GO:0098662
HDBSCAN,0.46466603899487197,0.003937721252441406,53,GO:0008104,GO:1901565,GO:0098662
K-Means,0.5232870031699586,0.009711742401123047,51,GO:0008104,GO:1901565,GO:0080135
Agglomerative,0.4063727629855958,0.001651763916015625,51,GO:0008104,GO:1901565,GO:0080135
DBSCAN,0.0,0.0021758079528808594,51,GO:0008104,GO:1901565,GO:0080135
HDBSCAN,0.43873078945830657,0.0038900375366210938,51,GO:0008104,GO:1901565,GO:0080135
K-Means,0.48134131300059224,0.00972294807434082,55,GO:0008104,GO:1901565,GO:0006996
Agglomerative,0.48134131300059224,0.0017042160034179688,55,GO:0008104,GO:1901565,GO:0006996
DBSCAN,0.0,0.06481695175170898,55,GO:0008104,GO:1901565,GO:0006996
HDBSCAN,0.3503943365076631,0.004063606262207031,55,GO:0008104,GO:1901565,GO:0006996
K-Means,0.5531974882488229,0.009700775146484375,53,GO:0008104,GO:0098662,GO:0080135
Agglomerative,0.5531974882488229,0.0016689300537109375,53,GO:0008104,GO:0098662,GO:0080135
DBSCAN,0.0,0.0648348331451416,53,GO:0008104,GO:0098662,GO:0080135
HDBSCAN,0.45908046698923355,0.004022121429443359,53,GO:0008104,GO:0098662,GO:0080135
K-Means,0.059748672511250565,0.009730339050292969,57,GO:0008104,GO:0098662,GO:0006996
Agglomerative,0.51087014456019,0.0017333030700683594,57,GO:0008104,GO:0098662,GO:0006996
DBSCAN,0.0,0.002213001251220703,57,GO:0008104,GO:0098662,GO:0006996
HDBSCAN,0.3812517956991624,0.004412174224853516,57,GO:0008104,GO:0098662,GO:0006996
K-Means,0.40341427868319313,0.009730815887451172,55,GO:0008104,GO:0080135,GO:0006996
Agglomerative,0.356822376376249,0.001703500747680664,55,GO:0008104,GO:0080135,GO:0006996
DBSCAN,0.0,0.002222299575805664,55,GO:0008104,GO:0080135,GO:0006996
HDBSCAN,0.3503943365076631,0.004168033599853516,55,GO:0008104,GO:0080135,GO:0006996
K-Means,0.5427581779127002,0.009688138961791992,42,GO:0097435,GO:1901565,GO:0098662
Agglomerative,0.61438716969865,0.0015325546264648438,42,GO:0097435,GO:1901565,GO:0098662
DBSCAN,0.0,0.002139568328857422,42,GO:0097435,GO:1901565,GO:0098662
HDBSCAN,0.5329404685327744,0.003245830535888672,42,GO:0097435,GO:1901565,GO:0098662
K-Means,0.5215562565720294,0.009667634963989258,40,GO:0097435,GO:1901565,GO:0080135
Agglomerative,0.5794392523364486,0.0015189647674560547,40,GO:0097435,GO:1901565,GO:0080135
DBSCAN,0.0,0.06502628326416016,40,GO:0097435,GO:1901565,GO:0080135
HDBSCAN,0.5118648533911083,0.0030775070190429688,40,GO:0097435,GO:1901565,GO:0080135
K-Means,0.61438716969865,0.009684562683105469,42,GO:0097435,GO:0098662,GO:0080135
Agglomerative,0.61438716969865,0.0015285015106201172,42,GO:0097435,GO:0098662,GO:0080135
DBSCAN,0.0,0.0022864341735839844,42,GO:0097435,GO:0098662,GO:0080135
HDBSCAN,0.6045352922389013,0.0036928653717041016,42,GO:0097435,GO:0098662,GO:0080135
K-Means,0.5448640846764493,0.009558677673339844,44,GO:1901565,GO:0098662,GO:0080135
Agglomerative,0.5933930983666953,0.0013022422790527344,44,GO:1901565,GO:0098662,GO:0080135
DBSCAN,0.0,0.06534385681152344,44,GO:1901565,GO:0098662,GO:0080135
HDBSCAN,0.8395893780919108,0.0033693313598632812,44,GO:1901565,GO:0098662,GO:0080135
K-Means,0.5161336447261808,0.00971078872680664,48,GO:1901565,GO:0098662,GO:0006996
Agglomerative,0.5161336447261808,0.0016176700592041016,48,GO:1901565,GO:0098662,GO:0006996
DBSCAN,0.0,0.0021538734436035156,48,GO:1901565,GO:0098662,GO:0006996
HDBSCAN,0.5442136225756043,0.0037310123443603516,48,GO:1901565,GO:0098662,GO:0006996
K-Means,0.5350636386323933,0.009689569473266602,46,GO:1901565,GO:0080135,GO:0006996
Agglomerative,0.6247086247086248,0.001580953598022461,46,GO:1901565,GO:0080135,GO:0006996
DBSCAN,0.0,0.0021393299102783203,46,GO:1901565,GO:0080135,GO:0006996
HDBSCAN,0.34789645571815303,0.0035424232482910156,46,GO:1901565,GO:0080135,GO:0006996
K-Means,0.5161336447261808,0.00970768928527832,48,GO:0098662,GO:0080135,GO:0006996
Agglomerative,0.5673371974087964,0.0016024112701416016,48,GO:0098662,GO:0080135,GO:0006996
DBSCAN,0.0,0.06492948532104492,48,GO:0098662,GO:0080135,GO:0006996
HDBSCAN,0.366664777396775,0.0035707950592041016,48,GO:0098662,GO:0080135,GO:0006996
K-Means,0.6487149477542695,0.009719133377075195,60,GO:0007610,GO:0048589,GO:0007165
Agglomerative,0.6689968386838239,0.0017745494842529297,60,GO:0007610,GO:0048589,GO:0007165
DBSCAN,0.0,0.06476473808288574,60,GO:0007610,GO:0048589,GO:0007165
HDBSCAN,0.01531982164083194,0.004467487335205078,60,GO:0007610,GO:0048589,GO:0007165
K-Means,0.6156567641938564,0.00972747802734375,59,GO:0007610,GO:0048589,GO:0008283
Agglomerative,0.6018457490738972,0.001772165298461914,59,GO:0007610,GO:0048589,GO:0008283
DBSCAN,0.0,0.002223968505859375,59,GO:0007610,GO:0048589,GO:0008283
HDBSCAN,0.4342737734332407,0.0045130252838134766,59,GO:0007610,GO:0048589,GO:0008283
K-Means,0.6244098948826085,0.00970005989074707,52,GO:0019637,GO:0006790,GO:0033554
Agglomerative,0.5513998030427879,0.001672506332397461,52,GO:0019637,GO:0006790,GO:0033554
DBSCAN,0.0,0.06473898887634277,52,GO:0019637,GO:0006790,GO:0033554
HDBSCAN,0.497116507542831,0.0034177303314208984,52,GO:0019637,GO:0006790,GO:0033554
K-Means,0.6496912800705645,0.00970911979675293,54,GO:0019637,GO:0006790,GO:0050793
Agglomerative,0.6496912800705645,0.0016932487487792969,54,GO:0019637,GO:0006790,GO:0050793
DBSCAN,0.0,0.002377748489379883,54,GO:0019637,GO:0006790,GO:0050793
HDBSCAN,0.6403108523303574,0.004749298095703125,54,GO:0019637,GO:0006790,GO:0050793
K-Means,0.7141985718899135,0.009727001190185547,60,GO:0019637,GO:0006790,GO:0006810
Agglomerative,0.7141985718899135,0.001779794692993164,60,GO:0019637,GO:0006790,GO:0006810
DBSCAN,0.0,0.0024194717407226562,60,GO:0019637,GO:0006790,GO:0006810
HDBSCAN,0.6339729722530273,0.0052623748779296875,60,GO:0019637,GO:0006790,GO:0006810
K-Means,0.6496912800705645,0.009697198867797852,54,GO:0019637,GO:0006790,GO:2000241
Agglomerative,0.6496912800705645,0.001680612564086914,54,GO:0019637,GO:0006790,GO:2000241
DBSCAN,0.0,0.0023682117462158203,54,GO:0019637,GO:0006790,GO:2000241
HDBSCAN,0.5797251408629561,0.0047185420989990234,54,GO:0019637,GO:0006790,GO:2000241
K-Means,0.6109886916725186,0.009604215621948242,51,GO:0019637,GO:0006790,GO:0042391
Agglomerative,0.6109886916725186,0.001371145248413086,51,GO:0019637,GO:0006790,GO:0042391
DBSCAN,0.0,0.0020608901977539062,51,GO:0019637,GO:0006790,GO:0042391
HDBSCAN,0.6109886916725186,0.0038595199584960938,51,GO:0019637,GO:0006790,GO:0042391
K-Means,0.5178049572464553,0.009692192077636719,45,GO:0019637,GO:0006790,GO:0045165
Agglomerative,0.5178049572464553,0.001567840576171875,45,GO:0019637,GO:0006790,GO:0045165
DBSCAN,0.0,0.002329587936401367,45,GO:0019637,GO:0006790,GO:0045165
HDBSCAN,0.4819221723765704,0.003905773162841797,45,GO:0019637,GO:0006790,GO:0045165
K-Means,0.8235051262643639,0.009726524353027344,76,GO:0019637,GO:0006790,GO:0030154
Agglomerative,0.8235051262643639,0.002027750015258789,76,GO:0019637,GO:0006790,GO:0030154
DBSCAN,0.0,0.002559185028076172,76,GO:0019637,GO:0006790,GO:0030154
HDBSCAN,0.7843801605115457,0.006752967834472656,76,GO:0019637,GO:0006790,GO:0030154
K-Means,0.5970205366793553,0.009784936904907227,50,GO:0019637,GO:0006790,GO:0010035
Agglomerative,0.5970205366793553,0.001631021499633789,50,GO:0019637,GO:0006790,GO:0010035
DBSCAN,0.0,0.0023391246795654297,50,GO:0019637,GO:0006790,GO:0010035
HDBSCAN,0.3756840821622604,0.004273653030395508,50,GO:0019637,GO:0006790,GO:0010035
K-Means,0.7045415299602832,0.009702682495117188,59,GO:0019637,GO:0006790,GO:0010033
Agglomerative,0.5730158881678082,0.0017549991607666016,59,GO:0019637,GO:0006790,GO:0010033
DBSCAN,0.0,0.0024099349975585938,59,GO:0019637,GO:0006790,GO:0010033
HDBSCAN,0.5606466280821009,0.0050008296966552734,59,GO:0019637,GO:0006790,GO:0010033
K-Means,0.694466367213057,0.009723424911499023,58,GO:0019637,GO:0006790,GO:0051649
Agglomerative,0.694466367213057,0.0017313957214355469,58,GO:0019637,GO:0006790,GO:0051649
DBSCAN,0.0,0.002412557601928711,58,GO:0019637,GO:0006790,GO:0051649
HDBSCAN,0.4265414923217434,0.0050525665283203125,58,GO:0019637,GO:0006790,GO:0051649
K-Means,0.5369009114966187,0.009712457656860352,56,GO:0019637,GO:0033554,GO:0050793
Agglomerative,0.43458272140987164,0.0017230510711669922,56,GO:0019637,GO:0033554,GO:0050793
DBSCAN,0.0,0.002378225326538086,56,GO:0019637,GO:0033554,GO:0050793
HDBSCAN,0.42317964485323817,0.004729270935058594,56,GO:0019637,GO:0033554,GO:0050793
K-Means,0.504843128513865,0.009717941284179688,62,GO:0019637,GO:0033554,GO:0006810
Agglomerative,0.43705607594193663,0.001804351806640625,62,GO:0019637,GO:0033554,GO:0006810
DBSCAN,0.0,0.06475424766540527,62,GO:0019637,GO:0033554,GO:0006810
HDBSCAN,0.35709857408555484,0.004828929901123047,62,GO:0019637,GO:0033554,GO:0006810
K-Means,0.4705058638193594,0.009732961654663086,56,GO:0019637,GO:0033554,GO:2000241
Agglomerative,0.43458272140987164,0.0017173290252685547,56,GO:0019637,GO:0033554,GO:2000241
DBSCAN,0.0,0.0022177696228027344,56,GO:0019637,GO:0033554,GO:2000241
HDBSCAN,0.3994535389132629,0.004385232925415039,56,GO:0019637,GO:0033554,GO:2000241
K-Means,0.6021546177450754,0.00956416130065918,53,GO:0019637,GO:0033554,GO:0042391
Agglomerative,0.4852264594622227,0.0013890266418457031,53,GO:0019637,GO:0033554,GO:0042391
DBSCAN,0.0,0.06528282165527344,53,GO:0019637,GO:0033554,GO:0042391
HDBSCAN,0.41857754569190603,0.004060268402099609,53,GO:0019637,GO:0033554,GO:0042391
K-Means,0.4634914078816323,0.009703874588012695,47,GO:0019637,GO:0033554,GO:0045165
Agglomerative,0.4634914078816323,0.0015914440155029297,47,GO:0019637,GO:0033554,GO:0045165
DBSCAN,0.0,0.0021555423736572266,47,GO:0019637,GO:0033554,GO:0045165
HDBSCAN,0.44745716196977753,0.003565073013305664,47,GO:0019637,GO:0033554,GO:0045165
K-Means,0.4579718489245975,0.009775161743164062,78,GO:0019637,GO:0033554,GO:0030154
Agglomerative,0.69327247176171,0.0020775794982910156,78,GO:0019637,GO:0033554,GO:0030154
DBSCAN,0.0,0.06447529792785645,78,GO:0019637,GO:0033554,GO:0030154
HDBSCAN,0.4602332285115304,0.006266593933105469,78,GO:0019637,GO:0033554,GO:0030154
K-Means,0.4917030121302985,0.009730100631713867,52,GO:0019637,GO:0033554,GO:0010035
Agglomerative,0.4917030121302985,0.0016453266143798828,52,GO:0019637,GO:0033554,GO:0010035
DBSCAN,0.0,0.0023636817932128906,52,GO:0019637,GO:0033554,GO:0010035
HDBSCAN,0.33634562750684244,0.004434823989868164,52,GO:0019637,GO:0033554,GO:0010035
K-Means,0.43607758765589805,0.009612798690795898,61,GO:0019637,GO:0033554,GO:0010033
Agglomerative,0.40736881030019834,0.0014812946319580078,61,GO:0019637,GO:0033554,GO:0010033
DBSCAN,0.0,0.06522727012634277,61,GO:0019637,GO:0033554,GO:0010033
HDBSCAN,0.0,0.004394054412841797,61,GO:0019637,GO:0033554,GO:0010033
K-Means,0.44796314956096156,0.009577512741088867,60,GO:0019637,GO:0033554,GO:0051649
Agglomerative,0.458883621176205,0.0014564990997314453,60,GO:0019637,GO:0033554,GO:0051649
DBSCAN,0.0,0.002087116241455078,60,GO:0019637,GO:0033554,GO:0051649
HDBSCAN,0.32405582528161003,0.004738330841064453,60,GO:0019637,GO:0033554,GO:0051649
K-Means,0.4410726887791108,0.00974726676940918,64,GO:0019637,GO:0050793,GO:0006810
Agglomerative,0.4410726887791108,0.0018088817596435547,64,GO:0019637,GO:0050793,GO:0006810
DBSCAN,0.0,0.002430438995361328,64,GO:0019637,GO:0050793,GO:0006810
HDBSCAN,0.5290148018462518,0.005495548248291016,64,GO:0019637,GO:0050793,GO:0006810
K-Means,0.5958840930055027,0.009698867797851562,55,GO:0019637,GO:0050793,GO:0042391
Agglomerative,0.476924969705754,0.0017061233520507812,55,GO:0019637,GO:0050793,GO:0042391
DBSCAN,0.0,0.06483697891235352,55,GO:0019637,GO:0050793,GO:0042391
HDBSCAN,0.476924969705754,0.004271268844604492,55,GO:0019637,GO:0050793,GO:0042391
K-Means,0.5382131324004306,0.009824991226196289,49,GO:0019637,GO:0050793,GO:0045165
Agglomerative,0.5382131324004306,0.001621246337890625,49,GO:0019637,GO:0050793,GO:0045165
DBSCAN,0.0,0.06484127044677734,49,GO:0019637,GO:0050793,GO:0045165
HDBSCAN,0.5139609204808085,0.0036804676055908203,49,GO:0019637,GO:0050793,GO:0045165
K-Means,0.4337655567863426,0.009618043899536133,80,GO:0019637,GO:0050793,GO:0030154
Agglomerative,0.4337655567863426,0.001950979232788086,80,GO:0019637,GO:0050793,GO:0030154
DBSCAN,0.0,0.06477618217468262,80,GO:0019637,GO:0050793,GO:0030154
HDBSCAN,0.4337655567863426,0.0063228607177734375,80,GO:0019637,GO:0050793,GO:0030154
K-Means,0.48421918745835896,0.009571552276611328,54,GO:0019637,GO:0050793,GO:0010035
Agglomerative,0.48421918745835896,0.0015501976013183594,54,GO:0019637,GO:0050793,GO:0010035
DBSCAN,0.0,0.0021758079528808594,54,GO:0019637,GO:0050793,GO:0010035
HDBSCAN,0.407691513495866,0.004120588302612305,54,GO:0019637,GO:0050793,GO:0010035
K-Means,0.4431886142040224,0.009735345840454102,63,GO:0019637,GO:0050793,GO:0010033
Agglomerative,0.399775665369467,0.0018246173858642578,63,GO:0019637,GO:0050793,GO:0010033
DBSCAN,0.0,0.06470751762390137,63,GO:0019637,GO:0050793,GO:0010033
HDBSCAN,0.0,0.004515171051025391,63,GO:0019637,GO:0050793,GO:0010033
K-Means,0.5199438500282472,0.00974273681640625,62,GO:0019637,GO:0050793,GO:0051649
Agglomerative,0.5280376389402773,0.0018024444580078125,62,GO:0019637,GO:0050793,GO:0051649
DBSCAN,0.0,0.06473684310913086,62,GO:0019637,GO:0050793,GO:0051649
HDBSCAN,0.4186843716352374,0.004807233810424805,62,GO:0019637,GO:0050793,GO:0051649
K-Means,0.4410726887791108,0.009558677673339844,64,GO:0019637,GO:0006810,GO:2000241
Agglomerative,0.6207674943566591,0.0015106201171875,64,GO:0019637,GO:0006810,GO:2000241
DBSCAN,0.0,0.06522154808044434,64,GO:0019637,GO:0006810,GO:2000241
HDBSCAN,0.5618591279348347,0.004874467849731445,64,GO:0019637,GO:0006810,GO:2000241
K-Means,0.4638396299151889,0.009584903717041016,61,GO:0019637,GO:0006810,GO:0042391
Agglomerative,0.4638396299151889,0.001474618911743164,61,GO:0019637,GO:0006810,GO:0042391
DBSCAN,0.0,0.0021142959594726562,61,GO:0019637,GO:0006810,GO:0042391
HDBSCAN,0.408108566581849,0.005008220672607422,61,GO:0019637,GO:0006810,GO:0042391
K-Means,0.5374053484136874,0.009703397750854492,55,GO:0019637,GO:0006810,GO:0045165
Agglomerative,0.5374053484136874,0.0016911029815673828,55,GO:0019637,GO:0006810,GO:0045165
DBSCAN,0.0,0.0023908615112304688,55,GO:0019637,GO:0006810,GO:0045165
HDBSCAN,0.610308372374034,0.004742145538330078,55,GO:0019637,GO:0006810,GO:0045165
K-Means,0.3853801869721526,0.009768247604370117,86,GO:0019637,GO:0006810,GO:0030154
Agglomerative,0.7382927222849766,0.0022161006927490234,86,GO:0019637,GO:0006810,GO:0030154
DBSCAN,0.0,0.0026242733001708984,86,GO:0019637,GO:0006810,GO:0030154
HDBSCAN,0.3125642427556042,0.00863957405090332,86,GO:0019637,GO:0006810,GO:0030154
K-Means,0.4731445958460114,0.009760379791259766,60,GO:0019637,GO:0006810,GO:0010035
Agglomerative,0.4731445958460114,0.001760721206665039,60,GO:0019637,GO:0006810,GO:0010035
DBSCAN,0.0,0.002412557601928711,60,GO:0019637,GO:0006810,GO:0010035
HDBSCAN,0.36635026447358887,0.005224943161010742,60,GO:0019637,GO:0006810,GO:0010035
K-Means,0.4158905221224249,0.009733200073242188,69,GO:0019637,GO:0006810,GO:0010033
Agglomerative,0.5598210170807121,0.0019078254699707031,69,GO:0019637,GO:0006810,GO:0010033
DBSCAN,0.0,0.0024824142456054688,69,GO:0019637,GO:0006810,GO:0010033
HDBSCAN,0.5054010061567623,0.005867958068847656,69,GO:0019637,GO:0006810,GO:0010033
K-Means,0.5958840930055027,0.009701251983642578,55,GO:0019637,GO:2000241,GO:0042391
Agglomerative,0.476924969705754,0.0016851425170898438,55,GO:0019637,GO:2000241,GO:0042391
DBSCAN,0.0,0.0023965835571289062,55,GO:0019637,GO:2000241,GO:0042391
HDBSCAN,0.4269465181232025,0.0048236846923828125,55,GO:0019637,GO:2000241,GO:0042391
K-Means,0.5382131324004306,0.009711980819702148,49,GO:0019637,GO:2000241,GO:0045165
Agglomerative,0.5382131324004306,0.001617431640625,49,GO:0019637,GO:2000241,GO:0045165
DBSCAN,0.0,0.002343416213989258,49,GO:0019637,GO:2000241,GO:0045165
HDBSCAN,0.4679334916864608,0.004380941390991211,49,GO:0019637,GO:2000241,GO:0045165
K-Means,0.7239126113359026,0.009741067886352539,80,GO:0019637,GO:2000241,GO:0030154
Agglomerative,0.7422874943231609,0.002101898193359375,80,GO:0019637,GO:2000241,GO:0030154
DBSCAN,0.0,0.0025365352630615234,80,GO:0019637,GO:2000241,GO:0030154
HDBSCAN,0.4262448353134415,0.0072536468505859375,80,GO:0019637,GO:2000241,GO:0030154
K-Means,0.48421918745835896,0.009702682495117188,54,GO:0019637,GO:2000241,GO:0010035
Agglomerative,0.48421918745835896,0.0016779899597167969,54,GO:0019637,GO:2000241,GO:0010035
DBSCAN,0.0,0.0023736953735351562,54,GO:0019637,GO:2000241,GO:0010035
HDBSCAN,0.5631175889328063,0.004647016525268555,54,GO:0019637,GO:2000241,GO:0010035
K-Means,0.621869503351387,0.009708404541015625,63,GO:0019637,GO:2000241,GO:0010033
Agglomerative,0.399775665369467,0.001825571060180664,63,GO:0019637,GO:2000241,GO:0010033
DBSCAN,0.0,0.0024449825286865234,63,GO:0019637,GO:2000241,GO:0010033
