Algorithm,ARI Score,Duration,Sample size,Root0,Root1,Root2
HDBSCAN,0.5388599647998767,0.005349397659301758,63,GO:0019637,GO:2000241,GO:0010033
K-Means,0.32103264251131236,0.009699344635009766,62,GO:0019637,GO:2000241,GO:0051649
Agglomerative,0.44565348858662784,0.0017893314361572266,62,GO:0019637,GO:2000241,GO:0051649
DBSCAN,0.0,0.0024232864379882812,62,GO:0019637,GO:2000241,GO:0051649
HDBSCAN,0.35506629137538465,0.005456447601318359,62,GO:0019637,GO:2000241,GO:0051649
K-Means,0.6493550008376613,0.009675025939941406,46,GO:0019637,GO:0042391,GO:0045165
Agglomerative,0.6493550008376613,0.0015807151794433594,46,GO:0019637,GO:0042391,GO:0045165
DBSCAN,0.0,0.0023174285888671875,46,GO:0019637,GO:0042391,GO:0045165
HDBSCAN,0.8447830977218094,0.0040400028228759766,46,GO:0019637,GO:0042391,GO:0045165
K-Means,0.8184197829947545,0.048630714416503906,77,GO:0019637,GO:0042391,GO:0030154
Agglomerative,0.8184197829947545,0.0020356178283691406,77,GO:0019637,GO:0042391,GO:0030154
DBSCAN,0.0,0.002576589584350586,77,GO:0019637,GO:0042391,GO:0030154
HDBSCAN,0.7303177043596012,0.006763458251953125,77,GO:0019637,GO:0042391,GO:0030154
K-Means,0.4964722456379404,0.009687662124633789,51,GO:0019637,GO:0042391,GO:0010035
Agglomerative,0.4964722456379404,0.0016369819641113281,51,GO:0019637,GO:0042391,GO:0010035
DBSCAN,0.0,0.002365589141845703,51,GO:0019637,GO:0042391,GO:0010035
HDBSCAN,0.6628205033500033,0.0043773651123046875,51,GO:0019637,GO:0042391,GO:0010035
K-Means,0.4651068537436806,0.009734869003295898,60,GO:0019637,GO:0042391,GO:0010033
Agglomerative,0.5698553970061518,0.0017740726470947266,60,GO:0019637,GO:0042391,GO:0010033
DBSCAN,0.0,0.0024199485778808594,60,GO:0019637,GO:0042391,GO:0010033
HDBSCAN,0.74618972236617,0.0050466060638427734,60,GO:0019637,GO:0042391,GO:0010033
K-Means,0.33575660238887883,0.04868483543395996,59,GO:0019637,GO:0042391,GO:0051649
Agglomerative,0.5889201897766666,0.0017504692077636719,59,GO:0019637,GO:0042391,GO:0051649
DBSCAN,0.0,0.00223541259765625,59,GO:0019637,GO:0042391,GO:0051649
HDBSCAN,0.4343554273203575,0.004492282867431641,59,GO:0019637,GO:0042391,GO:0051649
K-Means,0.5178049572464553,0.00969386100769043,45,GO:0019637,GO:0045165,GO:0010035
Agglomerative,0.5467919774002458,0.0015652179718017578,45,GO:0019637,GO:0045165,GO:0010035
DBSCAN,0.0,0.002135753631591797,45,GO:0019637,GO:0045165,GO:0010035
HDBSCAN,0.5917003921644293,0.003533601760864258,45,GO:0019637,GO:0045165,GO:0010035
K-Means,0.5369320565216871,0.009556770324707031,54,GO:0019637,GO:0045165,GO:0010033
Agglomerative,0.5988241129384826,0.0013980865478515625,54,GO:0019637,GO:0045165,GO:0010033
DBSCAN,0.0,0.0020492076873779297,54,GO:0019637,GO:0045165,GO:0010033
HDBSCAN,0.7933224392780213,0.004086494445800781,54,GO:0019637,GO:0045165,GO:0010033
K-Means,0.33448798441221045,0.009627580642700195,53,GO:0019637,GO:0045165,GO:0051649
Agglomerative,0.5366509751176867,0.0013804435729980469,53,GO:0019637,GO:0045165,GO:0051649
DBSCAN,0.0,0.0020494461059570312,53,GO:0019637,GO:0045165,GO:0051649
HDBSCAN,0.4911373707533235,0.004163026809692383,53,GO:0019637,GO:0045165,GO:0051649
K-Means,0.47786742662570786,0.00980377197265625,76,GO:0019637,GO:0030154,GO:0010035
Agglomerative,0.8235051262643639,0.002020597457885742,76,GO:0019637,GO:0030154,GO:0010035
DBSCAN,0.0,0.0025119781494140625,76,GO:0019637,GO:0030154,GO:0010035
HDBSCAN,0.6827352997414735,0.006673336029052734,76,GO:0019637,GO:0030154,GO:0010035
K-Means,0.3923439198164473,0.009611368179321289,85,GO:0019637,GO:0030154,GO:0010033
Agglomerative,0.7877327772957471,0.0018246173858642578,85,GO:0019637,GO:0030154,GO:0010033
DBSCAN,0.0,0.06489253044128418,85,GO:0019637,GO:0030154,GO:0010033
HDBSCAN,0.6977078753777025,0.007471799850463867,85,GO:0019637,GO:0030154,GO:0010033
K-Means,0.40107546326341964,0.009765148162841797,84,GO:0019637,GO:0030154,GO:0051649
Agglomerative,0.6067347237670753,0.002185821533203125,84,GO:0019637,GO:0030154,GO:0051649
DBSCAN,0.0,0.002585887908935547,84,GO:0019637,GO:0030154,GO:0051649
HDBSCAN,0.3932692680875107,0.008429527282714844,84,GO:0019637,GO:0030154,GO:0051649
K-Means,0.6263455786015419,0.009706258773803711,58,GO:0019637,GO:0010035,GO:0051649
Agglomerative,0.5765869229275213,0.0017328262329101562,58,GO:0019637,GO:0010035,GO:0051649
DBSCAN,0.0,0.0024132728576660156,58,GO:0019637,GO:0010035,GO:0051649
HDBSCAN,0.42227727999332104,0.004995107650756836,58,GO:0019637,GO:0010035,GO:0051649
K-Means,0.42307803817347184,0.009721517562866211,67,GO:0019637,GO:0010033,GO:0051649
Agglomerative,0.5599085192643827,0.0018699169158935547,67,GO:0019637,GO:0010033,GO:0051649
DBSCAN,0.0,0.002483367919921875,67,GO:0019637,GO:0010033,GO:0051649
HDBSCAN,0.48203175690868016,0.005709648132324219,67,GO:0019637,GO:0010033,GO:0051649
K-Means,0.48845194279080106,0.009574413299560547,60,GO:0006790,GO:0033554,GO:0050793
Agglomerative,0.47257919430271317,0.0016293525695800781,60,GO:0006790,GO:0033554,GO:0050793
DBSCAN,0.0,0.0022041797637939453,60,GO:0006790,GO:0033554,GO:0050793
HDBSCAN,0.4397704764044026,0.004581451416015625,60,GO:0006790,GO:0033554,GO:0050793
K-Means,0.4690329440300367,0.009720325469970703,66,GO:0006790,GO:0033554,GO:0006810
Agglomerative,0.47232827964562407,0.0018591880798339844,66,GO:0006790,GO:0033554,GO:0006810
DBSCAN,0.0,0.0024437904357910156,66,GO:0006790,GO:0033554,GO:0006810
HDBSCAN,0.3880408656231108,0.005789279937744141,66,GO:0006790,GO:0033554,GO:0006810
K-Means,0.5270506616918323,0.009564638137817383,60,GO:0006790,GO:0033554,GO:2000241
Agglomerative,0.47257919430271317,0.0014777183532714844,60,GO:0006790,GO:0033554,GO:2000241
DBSCAN,0.0,0.002084970474243164,60,GO:0006790,GO:0033554,GO:2000241
HDBSCAN,0.4397704764044026,0.00471186637878418,60,GO:0006790,GO:0033554,GO:2000241
K-Means,0.5433600173476211,0.009740829467773438,57,GO:0006790,GO:0033554,GO:0042391
Agglomerative,0.44008556976867474,0.0017242431640625,57,GO:0006790,GO:0033554,GO:0042391
DBSCAN,0.0,0.002392292022705078,57,GO:0006790,GO:0033554,GO:0042391
HDBSCAN,0.43192784667418266,0.004961729049682617,57,GO:0006790,GO:0033554,GO:0042391
K-Means,0.6013938589403209,0.009537220001220703,51,GO:0006790,GO:0033554,GO:0045165
Agglomerative,0.4906624512903463,0.0013720989227294922,51,GO:0006790,GO:0033554,GO:0045165
DBSCAN,0.0,0.06535935401916504,51,GO:0006790,GO:0033554,GO:0045165
HDBSCAN,0.4568364501835417,0.003803730010986328,51,GO:0006790,GO:0033554,GO:0045165
K-Means,0.5040201373445099,0.009598731994628906,82,GO:0006790,GO:0033554,GO:0030154
Agglomerative,0.5112881263123246,0.0017862319946289062,82,GO:0006790,GO:0033554,GO:0030154
DBSCAN,0.0,0.002214193344116211,82,GO:0006790,GO:0033554,GO:0030154
HDBSCAN,0.47684856960242805,0.007839679718017578,82,GO:0006790,GO:0033554,GO:0030154
K-Means,0.5503387059098341,0.049024105072021484,56,GO:0006790,GO:0033554,GO:0010035
Agglomerative,0.43792225052608263,0.0017275810241699219,56,GO:0006790,GO:0033554,GO:0010035
DBSCAN,0.0,0.0022177696228027344,56,GO:0006790,GO:0033554,GO:0010035
HDBSCAN,0.0,0.0040471553802490234,56,GO:0006790,GO:0033554,GO:0010035
K-Means,0.4864606562599554,0.009744405746459961,65,GO:0006790,GO:0033554,GO:0010033
Agglomerative,0.46459730998081655,0.0018537044525146484,65,GO:0006790,GO:0033554,GO:0010033
DBSCAN,0.0,0.06454849243164062,65,GO:0006790,GO:0033554,GO:0010033
HDBSCAN,0.3988461195353164,0.00439906120300293,65,GO:0006790,GO:0033554,GO:0010033
K-Means,0.5134340328833044,0.009716510772705078,64,GO:0006790,GO:0033554,GO:0051649
Agglomerative,0.4988708753244127,0.0018298625946044922,64,GO:0006790,GO:0033554,GO:0051649
DBSCAN,0.0,0.0024487972259521484,64,GO:0006790,GO:0033554,GO:0051649
HDBSCAN,0.32394152652658975,0.005620718002319336,64,GO:0006790,GO:0033554,GO:0051649
K-Means,0.49429734529603064,0.009750604629516602,68,GO:0006790,GO:0050793,GO:0006810
Agglomerative,0.49429734529603064,0.0018877983093261719,68,GO:0006790,GO:0050793,GO:0006810
DBSCAN,0.0,0.002471446990966797,68,GO:0006790,GO:0050793,GO:0006810
HDBSCAN,0.5152685713248671,0.005894184112548828,68,GO:0006790,GO:0050793,GO:0006810
K-Means,0.5545782286629379,0.009751081466674805,59,GO:0006790,GO:0050793,GO:0042391
Agglomerative,0.5338840885362016,0.0017595291137695312,59,GO:0006790,GO:0050793,GO:0042391
DBSCAN,0.0,0.002435922622680664,59,GO:0006790,GO:0050793,GO:0042391
HDBSCAN,0.491831150265387,0.0051572322845458984,59,GO:0006790,GO:0050793,GO:0042391
K-Means,0.5962951277775274,0.009714841842651367,53,GO:0006790,GO:0050793,GO:0045165
Agglomerative,0.5962951277775274,0.0016829967498779297,53,GO:0006790,GO:0050793,GO:0045165
DBSCAN,0.0,0.002382993698120117,53,GO:0006790,GO:0050793,GO:0045165
HDBSCAN,0.5443443901424561,0.00451350212097168,53,GO:0006790,GO:0050793,GO:0045165
K-Means,0.4835972850678733,0.009774446487426758,84,GO:0006790,GO:0050793,GO:0030154
Agglomerative,0.4835972850678733,0.0021886825561523438,84,GO:0006790,GO:0050793,GO:0030154
DBSCAN,0.0,0.0025959014892578125,84,GO:0006790,GO:0050793,GO:0030154
HDBSCAN,0.4259812746393485,0.008242607116699219,84,GO:0006790,GO:0050793,GO:0030154
K-Means,0.5415626654564708,0.009729146957397461,58,GO:0006790,GO:0050793,GO:0010035
Agglomerative,0.5415626654564708,0.0017406940460205078,58,GO:0006790,GO:0050793,GO:0010035
DBSCAN,0.0,0.0024178028106689453,58,GO:0006790,GO:0050793,GO:0010035
HDBSCAN,0.0,0.004679679870605469,58,GO:0006790,GO:0050793,GO:0010035
K-Means,0.5426418439716312,0.009749889373779297,67,GO:0006790,GO:0050793,GO:0010033
Agglomerative,0.49678260329809026,0.0018887519836425781,67,GO:0006790,GO:0050793,GO:0010033
DBSCAN,0.0,0.002506732940673828,67,GO:0006790,GO:0050793,GO:0010033
HDBSCAN,0.39337216104173556,0.005723714828491211,67,GO:0006790,GO:0050793,GO:0010033
K-Means,0.4940251017366432,0.009595394134521484,66,GO:0006790,GO:0050793,GO:0051649
Agglomerative,0.49963541335316947,0.0015490055084228516,66,GO:0006790,GO:0050793,GO:0051649
DBSCAN,0.0,0.0021543502807617188,66,GO:0006790,GO:0050793,GO:0051649
HDBSCAN,0.37268727018703995,0.005239009857177734,66,GO:0006790,GO:0050793,GO:0051649
K-Means,0.5732560214094559,0.009607553482055664,68,GO:0006790,GO:0006810,GO:2000241
Agglomerative,0.49429734529603064,0.0015785694122314453,68,GO:0006790,GO:0006810,GO:2000241
DBSCAN,0.0,0.0651090145111084,68,GO:0006790,GO:0006810,GO:2000241
HDBSCAN,0.5482454180825834,0.00522160530090332,68,GO:0006790,GO:0006810,GO:2000241
K-Means,0.6715643906655142,0.00960993766784668,65,GO:0006790,GO:0006810,GO:0042391
Agglomerative,0.517700920175876,0.0015172958374023438,65,GO:0006790,GO:0006810,GO:0042391
DBSCAN,0.0,0.0021240711212158203,65,GO:0006790,GO:0006810,GO:0042391
HDBSCAN,0.5999542804891987,0.005045652389526367,65,GO:0006790,GO:0006810,GO:0042391
K-Means,0.3321009300198201,0.009568452835083008,59,GO:0006790,GO:0006810,GO:0045165
Agglomerative,0.5907150480256137,0.0014498233795166016,59,GO:0006790,GO:0006810,GO:0045165
DBSCAN,0.0,0.0020821094512939453,59,GO:0006790,GO:0006810,GO:0045165
HDBSCAN,0.5886454183266933,0.004555225372314453,59,GO:0006790,GO:0006810,GO:0045165
K-Means,0.617840933077465,0.009625911712646484,90,GO:0006790,GO:0006810,GO:0030154
Agglomerative,0.7031504884215111,0.0019025802612304688,90,GO:0006790,GO:0006810,GO:0030154
DBSCAN,0.0,0.0022842884063720703,90,GO:0006790,GO:0006810,GO:0030154
HDBSCAN,0.3778014866391987,0.008419990539550781,90,GO:0006790,GO:0006810,GO:0030154
K-Means,0.49771967163271513,0.009731292724609375,64,GO:0006790,GO:0006810,GO:0010035
Agglomerative,0.5271411338962606,0.0018246173858642578,64,GO:0006790,GO:0006810,GO:0010035
DBSCAN,0.0,0.0022161006927490234,64,GO:0006790,GO:0006810,GO:0010035
HDBSCAN,0.45685909373060213,0.004865169525146484,64,GO:0006790,GO:0006810,GO:0010035
K-Means,0.46780072904009723,0.009580373764038086,73,GO:0006790,GO:0006810,GO:0010033
Agglomerative,0.46780072904009723,0.0017852783203125,73,GO:0006790,GO:0006810,GO:0010033
DBSCAN,0.0,0.002141714096069336,73,GO:0006790,GO:0006810,GO:0010033
HDBSCAN,0.38800484732900253,0.0058939456939697266,73,GO:0006790,GO:0006810,GO:0010033
K-Means,0.5338840885362016,0.009575366973876953,59,GO:0006790,GO:2000241,GO:0042391
Agglomerative,0.5338840885362016,0.0014467239379882812,59,GO:0006790,GO:2000241,GO:0042391
DBSCAN,0.0,0.0020830631256103516,59,GO:0006790,GO:2000241,GO:0042391
HDBSCAN,0.45958412017682154,0.004625558853149414,59,GO:0006790,GO:2000241,GO:0042391
K-Means,0.5962951277775274,0.009553909301757812,53,GO:0006790,GO:2000241,GO:0045165
Agglomerative,0.5962951277775274,0.0013856887817382812,53,GO:0006790,GO:2000241,GO:0045165
DBSCAN,0.0,0.0020766258239746094,53,GO:0006790,GO:2000241,GO:0045165
HDBSCAN,0.5043394853197926,0.004177570343017578,53,GO:0006790,GO:2000241,GO:0045165
K-Means,0.7454252144592994,0.010305166244506836,84,GO:0006790,GO:2000241,GO:0030154
Agglomerative,0.4835972850678733,0.0022153854370117188,84,GO:0006790,GO:2000241,GO:0030154
DBSCAN,0.0,0.06400179862976074,84,GO:0006790,GO:2000241,GO:0030154
HDBSCAN,0.43041089581208675,0.006798267364501953,84,GO:0006790,GO:2000241,GO:0030154
K-Means,0.5415626654564708,0.009715080261230469,58,GO:0006790,GO:2000241,GO:0010035
Agglomerative,0.5415626654564708,0.0017354488372802734,58,GO:0006790,GO:2000241,GO:0010035
DBSCAN,0.0,0.0023970603942871094,58,GO:0006790,GO:2000241,GO:0010035
HDBSCAN,0.5660708582128672,0.0048675537109375,58,GO:0006790,GO:2000241,GO:0010035
K-Means,0.575252406668232,0.009745597839355469,67,GO:0006790,GO:2000241,GO:0010033
Agglomerative,0.49678260329809026,0.0018761157989501953,67,GO:0006790,GO:2000241,GO:0010033
DBSCAN,0.0,0.06466174125671387,67,GO:0006790,GO:2000241,GO:0010033
HDBSCAN,0.3880651549414863,0.005225419998168945,67,GO:0006790,GO:2000241,GO:0010033
K-Means,0.3740903110371808,0.009711742401123047,66,GO:0006790,GO:2000241,GO:0051649
Agglomerative,0.49963541335316947,0.0018460750579833984,66,GO:0006790,GO:2000241,GO:0051649
DBSCAN,0.0,0.002241373062133789,66,GO:0006790,GO:2000241,GO:0051649
HDBSCAN,0.38474366797893034,0.0052373409271240234,66,GO:0006790,GO:2000241,GO:0051649
K-Means,0.6048278717321488,0.04854440689086914,50,GO:0006790,GO:0042391,GO:0045165
Agglomerative,0.6229311528717216,0.0016291141510009766,50,GO:0006790,GO:0042391,GO:0045165
DBSCAN,0.0,0.02629399299621582,50,GO:0006790,GO:0042391,GO:0045165
HDBSCAN,0.8237947784137342,0.0037446022033691406,50,GO:0006790,GO:0042391,GO:0045165
K-Means,0.5153623188405797,0.009774446487426758,81,GO:0006790,GO:0042391,GO:0030154
Agglomerative,0.7886634116570034,0.0021169185638427734,81,GO:0006790,GO:0042391,GO:0030154
DBSCAN,0.0,0.002350330352783203,81,GO:0006790,GO:0042391,GO:0030154
HDBSCAN,0.6688673899813226,0.007284402847290039,81,GO:0006790,GO:0042391,GO:0030154
K-Means,0.5557602380614992,0.009710550308227539,55,GO:0006790,GO:0042391,GO:0010035
Agglomerative,0.5557602380614992,0.0017058849334716797,55,GO:0006790,GO:0042391,GO:0010035
DBSCAN,0.0,0.002199888229370117,55,GO:0006790,GO:0042391,GO:0010035
HDBSCAN,0.7819207356801132,0.004146575927734375,55,GO:0006790,GO:0042391,GO:0010035
K-Means,0.5194218608852755,0.009758472442626953,64,GO:0006790,GO:0042391,GO:0010033
Agglomerative,0.5194218608852755,0.00182342529296875,64,GO:0006790,GO:0042391,GO:0010033
DBSCAN,0.0,0.06472349166870117,64,GO:0006790,GO:0042391,GO:0010033
HDBSCAN,0.7502146462002387,0.0048389434814453125,64,GO:0006790,GO:0042391,GO:0010033
K-Means,0.3580357319881749,0.009748697280883789,63,GO:0006790,GO:0042391,GO:0051649
Agglomerative,0.5214759528252194,0.0018124580383300781,63,GO:0006790,GO:0042391,GO:0051649
DBSCAN,0.0,0.05770111083984375,63,GO:0006790,GO:0042391,GO:0051649
HDBSCAN,0.36476049878108346,0.005114078521728516,63,GO:0006790,GO:0042391,GO:0051649
K-Means,0.3917195279994543,0.009733438491821289,49,GO:0006790,GO:0045165,GO:0010035
Agglomerative,0.6089625537139349,0.0016078948974609375,49,GO:0006790,GO:0045165,GO:0010035
DBSCAN,0.0,0.06488895416259766,49,GO:0006790,GO:0045165,GO:0010035
HDBSCAN,0.617585848074922,0.0036580562591552734,49,GO:0006790,GO:0045165,GO:0010035
K-Means,0.5909116868777247,0.009695053100585938,58,GO:0006790,GO:0045165,GO:0010033
Agglomerative,0.5909116868777247,0.001735687255859375,58,GO:0006790,GO:0045165,GO:0010033
DBSCAN,0.0,0.0022008419036865234,58,GO:0006790,GO:0045165,GO:0010033
HDBSCAN,0.7529947949094713,0.004468679428100586,58,GO:0006790,GO:0045165,GO:0010033
K-Means,0.5913495627511227,0.009704828262329102,57,GO:0006790,GO:0045165,GO:0051649
Agglomerative,0.5913495627511227,0.0017099380493164062,57,GO:0006790,GO:0045165,GO:0051649
DBSCAN,0.0,0.0022125244140625,57,GO:0006790,GO:0045165,GO:0051649
HDBSCAN,0.3894015394777286,0.004462242126464844,57,GO:0006790,GO:0045165,GO:0051649
K-Means,0.7948288797829977,0.009744882583618164,80,GO:0006790,GO:0030154,GO:0010035
Agglomerative,0.7948288797829977,0.0020940303802490234,80,GO:0006790,GO:0030154,GO:0010035
DBSCAN,0.0,0.06447076797485352,80,GO:0006790,GO:0030154,GO:0010035
HDBSCAN,0.6077618972613528,0.006340742111206055,80,GO:0006790,GO:0030154,GO:0010035
K-Means,0.44340979765524724,0.009587287902832031,89,GO:0006790,GO:0030154,GO:0010033
Agglomerative,0.7510618460582202,0.0018944740295410156,89,GO:0006790,GO:0030154,GO:0010033
DBSCAN,0.0,0.0663299560546875,89,GO:0006790,GO:0030154,GO:0010033
HDBSCAN,0.7556467147454721,0.008051872253417969,89,GO:0006790,GO:0030154,GO:0010033
K-Means,0.7025230833891538,0.009757757186889648,88,GO:0006790,GO:0030154,GO:0051649
Agglomerative,0.5795999186986539,0.002257108688354492,88,GO:0006790,GO:0030154,GO:0051649
DBSCAN,0.0,0.0023772716522216797,88,GO:0006790,GO:0030154,GO:0051649
HDBSCAN,0.43276584080850383,0.008220195770263672,88,GO:0006790,GO:0030154,GO:0051649
K-Means,0.3853506776074454,0.009720087051391602,62,GO:0006790,GO:0010035,GO:0051649
Agglomerative,0.5303837851261772,0.0017979145050048828,62,GO:0006790,GO:0010035,GO:0051649
DBSCAN,0.0,0.06472277641296387,62,GO:0006790,GO:0010035,GO:0051649
HDBSCAN,0.3613011994119458,0.0046656131744384766,62,GO:0006790,GO:0010035,GO:0051649
K-Means,0.6000996328842374,0.009735584259033203,71,GO:0006790,GO:0010033,GO:0051649
Agglomerative,0.628759236488583,0.0019407272338867188,71,GO:0006790,GO:0010033,GO:0051649
DBSCAN,0.0,0.0025064945220947266,71,GO:0006790,GO:0010033,GO:0051649
HDBSCAN,0.6182731808739541,0.006208896636962891,71,GO:0006790,GO:0010033,GO:0051649
K-Means,0.46495492732565447,0.009758949279785156,70,GO:0033554,GO:0050793,GO:0006810
Agglomerative,0.5086782688349052,0.001917123794555664,70,GO:0033554,GO:0050793,GO:0006810
DBSCAN,0.0,0.0025098323822021484,70,GO:0033554,GO:0050793,GO:0006810
HDBSCAN,0.27836397624409526,0.005989551544189453,70,GO:0033554,GO:0050793,GO:0006810
K-Means,0.4270764369376749,0.009724140167236328,61,GO:0033554,GO:0050793,GO:0042391
Agglomerative,0.5150418822228111,0.0017764568328857422,61,GO:0033554,GO:0050793,GO:0042391
DBSCAN,0.0,0.002445220947265625,61,GO:0033554,GO:0050793,GO:0042391
HDBSCAN,0.37366230153942914,0.00512385368347168,61,GO:0033554,GO:0050793,GO:0042391
K-Means,0.2193115359357144,0.04903364181518555,55,GO:0033554,GO:0050793,GO:0045165
Agglomerative,0.37479558249420675,0.0016982555389404297,55,GO:0033554,GO:0050793,GO:0045165
DBSCAN,0.0,0.025803089141845703,55,GO:0033554,GO:0050793,GO:0045165
HDBSCAN,0.0,0.003929853439331055,55,GO:0033554,GO:0050793,GO:0045165
K-Means,0.7105818836232753,0.009600639343261719,86,GO:0033554,GO:0050793,GO:0030154
Agglomerative,0.592538238680212,0.0018341541290283203,86,GO:0033554,GO:0050793,GO:0030154
DBSCAN,0.0,0.0022580623626708984,86,GO:0033554,GO:0050793,GO:0030154
HDBSCAN,0.1320063718688466,0.007782459259033203,86,GO:0033554,GO:0050793,GO:0030154
K-Means,0.0028012957949263683,0.00958251953125,60,GO:0033554,GO:0050793,GO:0010035
Agglomerative,0.5030221968103572,0.0014622211456298828,60,GO:0033554,GO:0050793,GO:0010035
DBSCAN,0.0,0.002077817916870117,60,GO:0033554,GO:0050793,GO:0010035
HDBSCAN,0.0,0.004382610321044922,60,GO:0033554,GO:0050793,GO:0010035
K-Means,0.497269029130837,0.009737730026245117,69,GO:0033554,GO:0050793,GO:0010033
Agglomerative,0.5099858081351432,0.001905202865600586,69,GO:0033554,GO:0050793,GO:0010033
DBSCAN,0.0,0.0022563934326171875,69,GO:0033554,GO:0050793,GO:0010033
HDBSCAN,0.0,0.005160808563232422,69,GO:0033554,GO:0050793,GO:0010033
K-Means,0.16697134417258871,0.00972890853881836,68,GO:0033554,GO:0050793,GO:0051649
Agglomerative,0.4788748639909571,0.0018873214721679688,68,GO:0033554,GO:0050793,GO:0051649
DBSCAN,0.0,0.0022420883178710938,68,GO:0033554,GO:0050793,GO:0051649
HDBSCAN,0.051821577730405084,0.005277872085571289,68,GO:0033554,GO:0050793,GO:0051649
K-Means,0.5038989897604368,0.009735107421875,70,GO:0033554,GO:0006810,GO:2000241
Agglomerative,0.5838889165340545,0.0019352436065673828,70,GO:0033554,GO:0006810,GO:2000241
DBSCAN,0.0,0.002491474151611328,70,GO:0033554,GO:0006810,GO:2000241
HDBSCAN,0.305404602114286,0.006083250045776367,70,GO:0033554,GO:0006810,GO:2000241
K-Means,0.5087762105292699,0.009745121002197266,67,GO:0033554,GO:0006810,GO:0042391
Agglomerative,0.47037008239499173,0.001888275146484375,67,GO:0033554,GO:0006810,GO:0042391
DBSCAN,0.0,0.002476215362548828,67,GO:0033554,GO:0006810,GO:0042391
HDBSCAN,0.46555422679524544,0.005766868591308594,67,GO:0033554,GO:0006810,GO:0042391
K-Means,0.6499357976514135,0.009732961654663086,61,GO:0033554,GO:0006810,GO:0045165
Agglomerative,0.6499357976514135,0.0017936229705810547,61,GO:0033554,GO:0006810,GO:0045165
DBSCAN,0.0,0.0024194717407226562,61,GO:0033554,GO:0006810,GO:0045165
HDBSCAN,0.2804539177238732,0.005144596099853516,61,GO:0033554,GO:0006810,GO:0045165
K-Means,0.5898544359772041,0.00984644889831543,92,GO:0033554,GO:0006810,GO:0030154
Agglomerative,0.6305549723884026,0.002345561981201172,92,GO:0033554,GO:0006810,GO:0030154
DBSCAN,0.0,0.0026705265045166016,92,GO:0033554,GO:0006810,GO:0030154
HDBSCAN,0.3418118638301248,0.009273767471313477,92,GO:0033554,GO:0006810,GO:0030154
K-Means,0.5245117039383879,0.009728670120239258,66,GO:0033554,GO:0006810,GO:0010035
Agglomerative,0.5796466315888051,0.0018711090087890625,66,GO:0033554,GO:0006810,GO:0010035
DBSCAN,0.0,0.0024662017822265625,66,GO:0033554,GO:0006810,GO:0010035
HDBSCAN,0.3230960432607645,0.005605936050415039,66,GO:0033554,GO:0006810,GO:0010035
K-Means,0.5389753263860865,0.009731054306030273,75,GO:0033554,GO:0006810,GO:0010033
Agglomerative,0.5671165595541517,0.0020132064819335938,75,GO:0033554,GO:0006810,GO:0010033
DBSCAN,0.0,0.0023086071014404297,75,GO:0033554,GO:0006810,GO:0010033
HDBSCAN,0.39427994046771403,0.005936145782470703,75,GO:0033554,GO:0006810,GO:0010033
K-Means,0.5936356114048498,0.009764432907104492,61,GO:0033554,GO:2000241,GO:0042391
Agglomerative,0.4270764369376749,0.0017840862274169922,61,GO:0033554,GO:2000241,GO:0042391
DBSCAN,0.0,0.06474161148071289,61,GO:0033554,GO:2000241,GO:0042391
HDBSCAN,0.48315561170591204,0.004599571228027344,61,GO:0033554,GO:2000241,GO:0042391
K-Means,0.20276667296939574,0.009773969650268555,55,GO:0033554,GO:2000241,GO:0045165
Agglomerative,0.6523651057760875,0.0016956329345703125,55,GO:0033554,GO:2000241,GO:0045165
DBSCAN,0.0,0.06481432914733887,55,GO:0033554,GO:2000241,GO:0045165
HDBSCAN,0.16128597875883635,0.004068851470947266,55,GO:0033554,GO:2000241,GO:0045165
K-Means,0.6659518158536302,0.009613990783691406,86,GO:0033554,GO:2000241,GO:0030154
Agglomerative,0.6205904988038492,0.0018367767333984375,86,GO:0033554,GO:2000241,GO:0030154
DBSCAN,0.0,0.06486082077026367,86,GO:0033554,GO:2000241,GO:0030154
HDBSCAN,0.23532014038883092,0.007699728012084961,86,GO:0033554,GO:2000241,GO:0030154
K-Means,0.00022689885983322934,0.009775638580322266,60,GO:0033554,GO:2000241,GO:0010035
Agglomerative,0.5239242816356896,0.0017633438110351562,60,GO:0033554,GO:2000241,GO:0010035
DBSCAN,0.0,0.002226114273071289,60,GO:0033554,GO:2000241,GO:0010035
HDBSCAN,0.2893398499073074,0.00455927848815918,60,GO:0033554,GO:2000241,GO:0010035
K-Means,0.5026689317374358,0.009737968444824219,69,GO:0033554,GO:2000241,GO:0010033
Agglomerative,0.5191808722162365,0.0019216537475585938,69,GO:0033554,GO:2000241,GO:0010033
DBSCAN,0.0,0.002306699752807617,69,GO:0033554,GO:2000241,GO:0010033
HDBSCAN,0.3673786299433715,0.005388498306274414,69,GO:0033554,GO:2000241,GO:0010033
K-Means,0.3195327082553018,0.009714126586914062,68,GO:0033554,GO:2000241,GO:0051649
Agglomerative,0.46252374842705224,0.0018901824951171875,68,GO:0033554,GO:2000241,GO:0051649
DBSCAN,0.0,0.06466364860534668,68,GO:0033554,GO:2000241,GO:0051649
HDBSCAN,0.16441937502579423,0.005258798599243164,68,GO:0033554,GO:2000241,GO:0051649
K-Means,0.6149077480882776,0.009711027145385742,52,GO:0033554,GO:0042391,GO:0045165
