"PAG ID","PAG Type","PAG Name","Size","Pubmed Reference","Organism","Data source","cohension"
"GEX000406","G","cholelithiasis","5","null","Homo sapiens","GAD","53.8"
"GEX167676","G","Cholelithiasis related traits in sickle cell anemia","2","22558097.0","Homo sapiens","GWAS Catalog","0.00"
