"PAG ID","PAG Type","PAG Name","Size","Pubmed Reference","Organism","Data source","cohension"
"GEX000137","G","arthritis (juvenile idiopathic)","2","null","Homo sapiens","GAD","0.00"
"GEX000140","G","arthritis,  juvenile","3","null","Homo sapiens","GAD","0.00"
"GEX000141","G","arthritis,  juvenile rheumatoid","1","null","Homo sapiens","GAD","0.00"
"GEX167606","G","Arthritis (juvenile idiopathic)","4","22354554.0","Homo sapiens","GWAS Catalog","0.00"
