"PAG ID","PAG Type","PAG Name","Size","Pubmed Reference","Organism","Data source","cohension"
"GEX001085","G","melanoma|nevus|skin neoplasms|sunburn","3","null","Homo sapiens","GAD","59.7"
"GEX001086","G","melanoma|skin neoplasms","2","null","Homo sapiens","GAD","0.00"
