"PAG ID","PAG Type","PAG Name","Size","Pubmed Reference","Organism","Data source","cohension"
"MAX002456","A","ES/PNET (Ewing sarcoma; primitive neuroectodermal tumors) markers up regulated in neuroblastoma cell lines expressing ESWR1 FLI1 [GeneID=2130;2313] fusion protein.","28","null","Homo sapiens","MSigDB","9.84"
