"PAG ID","PAG Type","PAG Name","Size","Pubmed Reference","Organism","Data source","cohension"
"MAX003110","A","Up regulated genes in pediatric adrenocortical carcinoma (ACC) compared to the adenoma (ACA) tumors.","19","null","Homo sapiens","MSigDB","2.55"
"MAX003109","A","Down regulated genes in pediatric adrenocortical carcinoma (ACC) compared to the adenoma (ACA) tumors.","23","null","Homo sapiens","MSigDB","1.68"
